HDR,ROLLING SYSTEM DEMAND
VD,20200314005500,26942
VD,20200314010000,26970
VD,20200314010500,26912
VD,20200314011000,26881
VD,20200314011500,26750
VD,20200314012000,26581
VD,20200314012500,26451
VD,20200314013000,26319
VD,20200314013500,26249
VD,20200314014000,26150
VD,20200314014500,26064
VD,20200314015000,25880
VD,20200314015500,25706
VD,20200314020000,25807
VD,20200314020500,25891
VD,20200314021000,26030
VD,20200314021500,26108
VD,20200314022000,26183
VD,20200314022500,26118
VD,20200314023000,26061
VD,20200314023500,26074
VD,20200314024000,26041
VD,20200314024500,26029
VD,20200314025000,25956
VD,20200314025500,25847
VD,20200314030000,25747
VD,20200314030500,25472
VD,20200314031000,25213
VD,20200314031500,25174
VD,20200314032000,25098
VD,20200314032500,25054
VD,20200314033000,24949
VD,20200314033500,24911
VD,20200314034000,24812
VD,20200314034500,24680
VD,20200314035000,24520
VD,20200314035500,24494
VD,20200314040000,24447
VD,20200314040500,24207
VD,20200314041000,24196
VD,20200314041500,24188
VD,20200314042000,24131
VD,20200314042500,24133
VD,20200314043000,24129
VD,20200314043500,24113
VD,20200314044000,24156
VD,20200314044500,24189
VD,20200314045000,24192
VD,20200314045500,24201
VD,20200314050000,24254
VD,20200314050500,24256
VD,20200314051000,24398
VD,20200314051500,24505
VD,20200314052000,24513
VD,20200314052500,24394
VD,20200314053000,24286
VD,20200314053500,24328
VD,20200314054000,24323
VD,20200314054500,24306
VD,20200314055000,24468
VD,20200314055500,24493
VD,20200314060000,24618
VD,20200314060500,25128
VD,20200314061000,25377
VD,20200314061500,25575
VD,20200314062000,25650
VD,20200314062500,25639
VD,20200314063000,25704
VD,20200314063500,25839
VD,20200314064000,25929
VD,20200314064500,26036
VD,20200314065000,26179
VD,20200314065500,26383
VD,20200314070000,26793
VD,20200314070500,27120
VD,20200314071000,27561
VD,20200314071500,27757
VD,20200314072000,28017
VD,20200314072500,28428
VD,20200314073000,28616
VD,20200314073500,28593
VD,20200314074000,28874
VD,20200314074500,29022
VD,20200314075000,29074
VD,20200314075500,29056
VD,20200314080000,29203
VD,20200314080500,29624
VD,20200314081000,29852
VD,20200314081500,29987
VD,20200314082000,30058
VD,20200314082500,30177
VD,20200314083000,30432
VD,20200314083500,30731
VD,20200314084000,30863
VD,20200314084500,31201
VD,20200314085000,31379
VD,20200314085500,31504
VD,20200314090000,31527
VD,20200314090500,31489
VD,20200314091000,31492
VD,20200314091500,31655
VD,20200314092000,31573
VD,20200314092500,31596
VD,20200314093000,31569
VD,20200314093500,31558
VD,20200314094000,31552
VD,20200314094500,31594
VD,20200314095000,31615
VD,20200314095500,31559
VD,20200314100000,31565
VD,20200314100500,31560
VD,20200314101000,31538
VD,20200314101500,31365
VD,20200314102000,31225
VD,20200314102500,31303
VD,20200314103000,31444
VD,20200314103500,31548
VD,20200314104000,31599
VD,20200314104500,31585
VD,20200314105000,31522
VD,20200314105500,31353
VD,20200314110000,31199
VD,20200314110500,31189
VD,20200314111000,31163
VD,20200314111500,31119
VD,20200314112000,31122
VD,20200314112500,31150
VD,20200314113000,31124
VD,20200314113500,31185
VD,20200314114000,31242
VD,20200314114500,31323
VD,20200314115000,31406
VD,20200314115500,31458
VD,20200314120000,31574
VD,20200314120500,31513
VD,20200314121000,31532
VD,20200314121500,31569
VD,20200314122000,31593
VD,20200314122500,31506
VD,20200314123000,31422
VD,20200314123500,31410
VD,20200314124000,31389
VD,20200314124500,31437
VD,20200314125000,31437
VD,20200314125500,31431
VD,20200314130000,31417
VD,20200314130500,31328
VD,20200314131000,31400
VD,20200314131500,31417
VD,20200314132000,31518
VD,20200314132500,31346
VD,20200314133000,31321
VD,20200314133500,31197
VD,20200314134000,31156
VD,20200314134500,30886
VD,20200314135000,30950
VD,20200314135500,30973
VD,20200314140000,30836
VD,20200314140500,30801
VD,20200314141000,30733
VD,20200314141500,30616
VD,20200314142000,30660
VD,20200314142500,30447
VD,20200314143000,30413
VD,20200314143500,30501
VD,20200314144000,30604
VD,20200314144500,30634
VD,20200314145000,30784
VD,20200314145500,30885
VD,20200314150000,30856
VD,20200314150500,30952
VD,20200314151000,30916
VD,20200314151500,30927
VD,20200314152000,30958
VD,20200314152500,31054
VD,20200314153000,31160
VD,20200314153500,31263
VD,20200314154000,31351
VD,20200314154500,31314
VD,20200314155000,31284
VD,20200314155500,31262
VD,20200314160000,31277
VD,20200314160500,31479
VD,20200314161000,31665
VD,20200314161500,31767
VD,20200314162000,31886
VD,20200314162500,32125
VD,20200314163000,32183
VD,20200314163500,32264
VD,20200314164000,32432
VD,20200314164500,32596
VD,20200314165000,32695
VD,20200314165500,32918
VD,20200314170000,33384
VD,20200314170500,33620
VD,20200314171000,33874
VD,20200314171500,34150
VD,20200314172000,34385
VD,20200314172500,34566
VD,20200314173000,34736
VD,20200314173500,34972
VD,20200314174000,35080
VD,20200314174500,35099
VD,20200314175000,35232
VD,20200314175500,35372
VD,20200314180000,35346
VD,20200314180500,35466
VD,20200314181000,35496
VD,20200314181500,35698
VD,20200314182000,35847
VD,20200314182500,36017
VD,20200314183000,36152
VD,20200314183500,36246
VD,20200314184000,36242
VD,20200314184500,36246
VD,20200314185000,36043
VD,20200314185500,35893
VD,20200314190000,35747
VD,20200314190500,35642
VD,20200314191000,35497
VD,20200314191500,35340
VD,20200314192000,35115
VD,20200314192500,34861
VD,20200314193000,34465
VD,20200314193500,34268
VD,20200314194000,34144
VD,20200314194500,34005
VD,20200314195000,33776
VD,20200314195500,33453
VD,20200314200000,33093
VD,20200314200500,32935
VD,20200314201000,32735
VD,20200314201500,32526
VD,20200314202000,32047
VD,20200314202500,31749
VD,20200314203000,31508
VD,20200314203500,31291
VD,20200314204000,31129
VD,20200314204500,30952
VD,20200314205000,30736
VD,20200314205500,30626
VD,20200314210000,30351
VD,20200314210500,29978
VD,20200314211000,29811
VD,20200314211500,29439
VD,20200314212000,29085
VD,20200314212500,28797
VD,20200314213000,28678
VD,20200314213500,28421
VD,20200314214000,28172
VD,20200314214500,27933
VD,20200314215000,27595
VD,20200314215500,27286
VD,20200314220000,27091
VD,20200314220500,26782
VD,20200314221000,26699
VD,20200314221500,26511
VD,20200314222000,26332
VD,20200314222500,26085
VD,20200314223000,25767
VD,20200314223500,25661
VD,20200314224000,25593
VD,20200314224500,25382
VD,20200314225000,25090
VD,20200314225500,24967
VD,20200314230000,24655
VD,20200314230500,24361
VD,20200314231000,24246
VD,20200314231500,24096
VD,20200314232000,23850
VD,20200314232500,23645
VD,20200314233000,23410
VD,20200314233500,23248
VD,20200314234000,23121
VD,20200314234500,23070
VD,20200314235000,22931
VD,20200314235500,22774
VD,20200315000000,22682
VD,20200315000500,22851
VD,20200315001000,22962
VD,20200315001500,22940
VD,20200315002000,22915
VD,20200315002500,22873
VD,20200315003000,22935
VD,20200315003500,23275
VD,20200315004000,23439
VD,20200315004500,23605
VD,20200315005000,23618
VD,20200315005500,23581
VD,20200315010000,23532
VD,20200315010500,23748
VD,20200315011000,23765
VD,20200315011500,23731
VD,20200315012000,23628
VD,20200315012500,23478
VD,20200315013000,23375
VD,20200315013500,23174
VD,20200315014000,22965
VD,20200315014500,23021
VD,20200315015000,22964
VD,20200315015500,22855
VD,20200315020000,22681
VD,20200315020500,22560
VD,20200315021000,22485
VD,20200315021500,22468
VD,20200315022000,22399
VD,20200315022500,22332
VD,20200315023000,22168
VD,20200315023500,22180
VD,20200315024000,22117
VD,20200315024500,22030
VD,20200315025000,22021
VD,20200315025500,22030
VD,20200315030000,21957
VD,20200315030500,21783
VD,20200315031000,21769
VD,20200315031500,21654
VD,20200315032000,21721
VD,20200315032500,21669
VD,20200315033000,21488
VD,20200315033500,21423
VD,20200315034000,21340
VD,20200315034500,21341
VD,20200315035000,21196
VD,20200315035500,21227
VD,20200315040000,21223
VD,20200315040500,21225
VD,20200315041000,21285
VD,20200315041500,21242
VD,20200315042000,21265
VD,20200315042500,21238
VD,20200315043000,21160
VD,20200315043500,21189
VD,20200315044000,21303
VD,20200315044500,21256
VD,20200315045000,21253
VD,20200315045500,21245
VD,20200315050000,21232
VD,20200315050500,21151
VD,20200315051000,21276
VD,20200315051500,21329
VD,20200315052000,21395
VD,20200315052500,21304
VD,20200315053000,21386
VD,20200315053500,21504
VD,20200315054000,21576
VD,20200315054500,21637
VD,20200315055000,21749
VD,20200315055500,21791
VD,20200315060000,21857
VD,20200315060500,22275
VD,20200315061000,22530
VD,20200315061500,22576
VD,20200315062000,22573
VD,20200315062500,22591
VD,20200315063000,22625
VD,20200315063500,22645
VD,20200315064000,22739
VD,20200315064500,22811
VD,20200315065000,22928
VD,20200315065500,23168
VD,20200315070000,23303
VD,20200315070500,23386
VD,20200315071000,23613
VD,20200315071500,23674
VD,20200315072000,23701
VD,20200315072500,23697
VD,20200315073000,23778
VD,20200315073500,23855
VD,20200315074000,23920
VD,20200315074500,24031
VD,20200315075000,24142
VD,20200315075500,24484
VD,20200315080000,24887
VD,20200315080500,25357
VD,20200315081000,25716
VD,20200315081500,25877
VD,20200315082000,26142
VD,20200315082500,26424
VD,20200315083000,26839
VD,20200315083500,27028
VD,20200315084000,27085
VD,20200315084500,27054
VD,20200315085000,27019
VD,20200315085500,27210
VD,20200315090000,27336
VD,20200315090500,27766
VD,20200315091000,28053
VD,20200315091500,28285
VD,20200315092000,28437
VD,20200315092500,28496
VD,20200315093000,28608
VD,20200315093500,28780
VD,20200315094000,28856
VD,20200315094500,28988
VD,20200315095000,29007
VD,20200315095500,29057
VD,20200315100000,29112
VD,20200315100500,29308
VD,20200315101000,29534
VD,20200315101500,29614
VD,20200315102000,29718
VD,20200315102500,29833
VD,20200315103000,29879
VD,20200315103500,30164
VD,20200315104000,30435
VD,20200315104500,30194
VD,20200315105000,30204
VD,20200315105500,30270
VD,20200315110000,30253
VD,20200315110500,30621
VD,20200315111000,30610
VD,20200315111500,30575
VD,20200315112000,30572
VD,20200315112500,30662
VD,20200315113000,30709
VD,20200315113500,30699
VD,20200315114000,30638
VD,20200315114500,30902
VD,20200315115000,30862
VD,20200315115500,30609
VD,20200315120000,30582
VD,20200315120500,30763
VD,20200315121000,30786
VD,20200315121500,30906
VD,20200315122000,30958
VD,20200315122500,31012
VD,20200315123000,31038
VD,20200315123500,31078
VD,20200315124000,31112
VD,20200315124500,31084
VD,20200315125000,31040
VD,20200315125500,30949
VD,20200315130000,30870
VD,20200315130500,30832
VD,20200315131000,30792
VD,20200315131500,30772
VD,20200315132000,30745
VD,20200315132500,30730
VD,20200315133000,30765
VD,20200315133500,30829
VD,20200315134000,30874
VD,20200315134500,30766
VD,20200315135000,30772
VD,20200315135500,30785
VD,20200315140000,30785
VD,20200315140500,31157
VD,20200315141000,31188
VD,20200315141500,31046
VD,20200315142000,30936
VD,20200315142500,30831
VD,20200315143000,30660
VD,20200315143500,30875
VD,20200315144000,30829
VD,20200315144500,30838
VD,20200315145000,30917
VD,20200315145500,30870
VD,20200315150000,30905
VD,20200315150500,31030
VD,20200315151000,31129
VD,20200315151500,31146
VD,20200315152000,31403
VD,20200315152500,31568
VD,20200315153000,31613
VD,20200315153500,31816
VD,20200315154000,31856
VD,20200315154500,31902
VD,20200315155000,32065
VD,20200315155500,32205
VD,20200315160000,32266
VD,20200315160500,32436
VD,20200315161000,32639
VD,20200315161500,32722
VD,20200315162000,32963
VD,20200315162500,33137
VD,20200315163000,33365
VD,20200315163500,33527
VD,20200315164000,33669
VD,20200315164500,34080
VD,20200315165000,34375
VD,20200315165500,34501
VD,20200315170000,34667
VD,20200315170500,34982
VD,20200315171000,35233
VD,20200315171500,35433
VD,20200315172000,35670
VD,20200315172500,35882
VD,20200315173000,36206
VD,20200315173500,36483
VD,20200315174000,36541
VD,20200315174500,36588
VD,20200315175000,36790
VD,20200315175500,36734
VD,20200315180000,36822
VD,20200315180500,37217
VD,20200315181000,37237
VD,20200315181500,37420
VD,20200315182000,37584
VD,20200315182500,37557
VD,20200315183000,37592
VD,20200315183500,38025
VD,20200315184000,38025
VD,20200315184500,38038
VD,20200315185000,38133
VD,20200315185500,38336
VD,20200315190000,38296
VD,20200315190500,38312
VD,20200315191000,38365
VD,20200315191500,38014
VD,20200315192000,37789
VD,20200315192500,37806
VD,20200315193000,37660
VD,20200315193500,37418
VD,20200315194000,37190
VD,20200315194500,36929
VD,20200315195000,36575
VD,20200315195500,36299
VD,20200315200000,36177
VD,20200315200500,36087
VD,20200315201000,35989
VD,20200315201500,35893
VD,20200315202000,35471
VD,20200315202500,35088
VD,20200315203000,34778
VD,20200315203500,34722
VD,20200315204000,34530
VD,20200315204500,34205
VD,20200315205000,34017
VD,20200315205500,33796
VD,20200315210000,33527
VD,20200315210500,33422
VD,20200315211000,33299
VD,20200315211500,32932
VD,20200315212000,32708
VD,20200315212500,32581
VD,20200315213000,32365
VD,20200315213500,32115
VD,20200315214000,32076
VD,20200315214500,31869
VD,20200315215000,31598
VD,20200315215500,31401
VD,20200315220000,31215
VD,20200315220500,30949
VD,20200315221000,30638
VD,20200315221500,30321
VD,20200315222000,30084
VD,20200315222500,29854
VD,20200315223000,29714
VD,20200315223500,29684
VD,20200315224000,29548
VD,20200315224500,29243
VD,20200315225000,28864
VD,20200315225500,28605
VD,20200315230000,28371
VD,20200315230500,28095
VD,20200315231000,27967
VD,20200315231500,27700
VD,20200315232000,27397
VD,20200315232500,27138
VD,20200315233000,26881
VD,20200315233500,26918
VD,20200315234000,27094
VD,20200315234500,27243
VD,20200315235000,27352
VD,20200315235500,27357
FTR,1728
